[2026-09-16T11:25:18.358Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:25:22.213Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:25:22.213Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:25:22.214Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:25:22.217Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:25:22.222Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:25:24.257Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:25:24.263Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:25:24.268Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:25:28.521Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:25:28.525Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:25:28.532Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:25:30.761Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:25:30.764Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:25:30.768Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:25:32.121Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:25:32.126Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:25:32.140Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:25:33.019Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:25:33.021Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:25:33.026Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:26:41.414Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:26:41.417Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:26:41.866Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:26:41.873Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:26:41.876Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:26:53.489Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:26:53.491Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:26:53.854Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:26:53.858Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:26:53.861Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:26:59.331Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:26:59.335Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:26:59.338Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:27:11.598Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:27:11.605Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:27:11.602Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:27:20.844Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:27:20.848Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:27:20.851Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:27:38.014Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:27:38.017Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:27:38.021Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:27:45.360Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:27:45.361Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:27:45.732Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:27:45.736Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:27:45.739Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:27:53.774Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:27:53.778Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:27:53.780Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:28:02.980Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:28:02.983Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:28:02.975Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:28:09.693Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:28:09.697Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:28:09.700Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:28:23.739Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:28:23.743Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:28:23.746Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:28:29.715Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:28:29.718Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:34:09.740Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:34:09.744Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:34:16.869Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:34:16.873Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:34:16.876Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:34:23.965Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:23.973Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:23.977Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:34:23.978Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:34:23.980Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:34:27.672Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:34:27.675Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:34:32.789Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:32.798Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:34:32.792Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:38.655Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:34:38.657Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:34:38.948Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:34:38.955Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:34:38.957Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:34:40.783Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:40.796Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:34:40.791Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:40.797Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:34:40.804Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:34:41.114Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:34:41.116Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:34:41.120Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:34:42.839Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:42.841Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:34:42.844Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:34:43.258Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:34:43.260Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:34:43.263Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:34:46.171Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:34:46.171Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
